vuosi,kuukausi_nro,etuus,saajat_yhteensa,saajat_laskenta_yhteensa,maksettu_yhteensa,maksettu_laskenta_yhteensa
2021,3,Työttömyysturva,498852,498852,416343118.14,416343118.14
2021,3,Vammaisetuudet,517094,517094,93868817.82,82430081.24
2021,3,Vanhempainpäiväraha,92938,92938,171512035.82,171512035.82
2021,3,Vuosilomakustannuskorvaus,4644,4644,7150282.88,7150282.88
2021,3,Yleinen asumistuki,805608,805608,271331975,260974670.72
2021,3,Äitiysavustus,6838,6838,1443552.8,1443552.8
2021,4,Elatustuki,137640,137640,36085345.18,32781539.72
2021,4,Eläke-etuudet (pl. takuueläke),1206172,1206172,367904521.86,364995768.3
2021,4,Eläketuki,5780,5780,4788729.24,4813077.18
2021,4,Eläkkeensaajan asumistuki,422284,422284,107617848.42,103436600.84
2021,4,Erityishoitoraha,1024,1024,985916.98,985916.98
2021,4,Koulumatkatuki,24656,24656,3953716.72,3953716.72
2021,4,Kuntoutus,148424,148424,72938831.06,72938831.06
2021,4,Kuntoutusraha,42468,42468,35801066.1,35801066.1
2021,4,Lapsilisä,1074612,1072680,227641806.46,226162027.14
2021,4,Lastenhoidon tuet,134372,121360,42961283.92,38367986.98
2021,4,Opintolainahyvitys,11838,11838,50823367.14,50823367.14
2021,4,Opintolainan korkoavustus,4,4,370.04,370.04
2021,4,Opintolainavähennys,242,0,0,0
2021,4,"Opintotuki (opintoraha, asumislisä, lainatakaus)",504016,500276,77545026.98,367185629.26
2021,4,Perhevapaakorvaus,3434,3434,8585000,8585000
2021,4,Perustoimeentulotuki,293680,293680,122628530.08,129394049.72
2021,4,Sairaanhoitokorvaukset,3027094,3027094,351065989.91,351065989.91
2021,4,Sairauspäivärahat,136016,136016,172934626.12,172934626.12
2021,4,Sotilasavustus,8892,8892,2914169,2914169
2021,4,Takuueläke,226844,226844,44037732.54,42930959.36
2021,4,Työttömyysturva,489930,489930,381357421.34,381357421.34
2021,4,Vammaisetuudet,519310,519310,92513960.72,82751053.92
2021,4,Vanhempainpäiväraha,87004,87004,149214321.8,149214321.8
2021,4,Vuosilomakustannuskorvaus,3550,3550,5582629.13,5582629.13
2021,4,Yleinen asumistuki,806978,806978,270127928.62,261420617.56
2021,4,Äitiysavustus,10542,10542,2278326.56,2278326.56
2021,5,Elatustuki,138600,138600,36554200.72,33060019.8
2021,5,Eläke-etuudet (pl. takuueläke),1204042,1204042,367318508.1,364166661.22
2021,5,Eläketuki,5542,5542,4632696.3,4615900.06
2021,5,Eläkkeensaajan asumistuki,422652,422652,108362834.76,103775097.4
2021,5,Erityishoitoraha,1402,1402,1223233.42,1223233.42
2021,5,Koulumatkatuki,32118,32118,5333463.54,5333463.54
2021,5,Kuntoutus,160418,160418,78771315.72,78771315.72
2021,5,Kuntoutusraha,44320,44320,39907395.26,39907395.26
2021,5,Lapsilisä,1074094,1072534,227339674.14,226111867.02
2021,5,Lastenhoidon tuet,136226,121752,43821604.66,38771324
2021,5,Opintolainahyvitys,518,518,2432562.82,2432562.82
2021,5,Opintolainavähennys,26,0,0,0
2021,5,"Opintotuki (opintoraha, asumislisä, lainatakaus)",498330,494756,89939973.06,361228782.16
2021,5,Perhevapaakorvaus,4164,4164,10410000,10410000
2021,5,Perustoimeentulotuki,288722,288722,119456374.79,126151802.68
2021,5,Sairaanhoitokorvaukset,3235794,3235794,341765467.75,341765467.75
2021,5,Sairauspäivärahat,150716,150716,189084889.42,189084889.42
2021,5,Sotilasavustus,8916,8916,2903566.88,2903566.88
2021,5,Takuueläke,227854,227854,44125828.12,43038682.18
2021,5,Työttömyysturva,481462,481462,365157860.56,365157860.56
2021,5,Vammaisetuudet,520614,520614,93709450.6,82878239.78
2021,5,Vanhempainpäiväraha,86816,86816,150036122.34,150036122.34
2021,5,Vuosilomakustannuskorvaus,4796,4796,7533944.74,7533944.74
2021,5,Yleinen asumistuki,801072,801072,266962741.16,259486451.6
2021,5,Äitiysavustus,8916,8916,1920577.6,1920577.6
2021,6,Elatustuki,136950,136950,35876900.36,32660638.54
2021,6,Eläke-etuudet (pl. takuueläke),1199648,1199648,366910847.9,362693208.72
2021,6,Eläketuki,5290,5290,4402137.02,4408723.36
2021,6,Eläkkeensaajan asumistuki,421770,421770,107839645.48,103647950.74
2021,6,Erityishoitoraha,1192,1192,1010555.08,1010555.08
2021,6,Koulumatkatuki,15740,15740,2720106.04,2720106.04
2021,6,Kuntoutus,163738,163738,86638548.4,86638548.4
2021,6,Kuntoutusraha,41484,41484,34308440.36,34308440.36
2021,6,Lapsilisä,1073738,1072128,227014475.4,225964573.26
2021,6,Lastenhoidon tuet,133910,115002,43918651.2,38198391.7
2021,6,Opintolainahyvitys,184,184,984885.52,984885.52
2021,6,Opintolainan korkoavustus,404,404,30163.46,30163.46
2021,6,Opintolainavähennys,10,0,0,0
2021,6,"Opintotuki (opintoraha, asumislisä, lainatakaus)",77470,70974,12713146.42,59646310.6
2021,6,Perhevapaakorvaus,3466,3466,8660000,8665000
2021,6,Perustoimeentulotuki,307302,307302,132640578.29,139705151.82
2021,6,Sairaanhoitokorvaukset,3400992,3400992,352957520.28,352957520.28
2021,6,Sairauspäivärahat,142088,142088,183294749.1,183294749.1
2021,6,Sotilasavustus,8816,8816,2867129.26,2867129.26
2021,6,Takuueläke,228866,228866,44149666.12,43033256.16
2021,6,Työttömyysturva,472322,472322,373641992.5,373641992.5
2021,6,Vammaisetuudet,518670,518670,93128172.16,82702383.32
2021,6,Vanhempainpäiväraha,94000,94000,164114293.6,164114293.6
2021,6,Vuosilomakustannuskorvaus,4368,4368,6603914.7,6603914.7
2021,6,Yleinen asumistuki,781442,781442,260721711.52,253363060.8
2021,6,Äitiysavustus,7526,7526,1644168.48,1644168.48
2021,7,Elatustuki,137338,137338,35514899.02,32772442.92
2021,7,Eläke-etuudet (pl. takuueläke),1196998,1196998,365151195.16,362104867.92
2021,7,Eläketuki,5044,5044,4188208.28,4201114.22
2021,7,Eläkkeensaajan asumistuki,421426,421426,107377373.92,103773022.38
2021,7,Erityishoitoraha,1150,1150,1121096.7,1121096.7
2021,7,Koulumatkatuki,1584,1584,210885.48,210885.48
2021,7,Kuntoutus,159280,159280,81224536.72,81224536.72
2021,7,Kuntoutusraha,38202,38202,34461633.44,34461633.44
2021,7,Lapsilisä,1073030,1071212,226878213.54,225650585.48
2021,7,Lastenhoidon tuet,129226,113120,43354452.98,38208394.58
2021,7,Opintolainahyvitys,82,82,530589.92,530589.92
2021,7,Opintolainan korkoavustus,286,286,19846.44,19846.44
2021,7,Opintolainavähennys,10,0,0,0
2021,7,"Opintotuki (opintoraha, asumislisä, lainatakaus)",55064,53334,8172591.54,45910923.4
2021,7,Perhevapaakorvaus,3612,3612,9030000,9030000
2021,7,Perustoimeentulotuki,298958,298958,130951193.75,137906751.84
2021,7,Sairaanhoitokorvaukset,3393652,3393652,354550105.55,354550105.55
2021,7,Sairauspäivärahat,122310,122310,160648949.24,160648949.24
2021,7,Sotilasavustus,8822,8822,2500522.76,2500522.76
2021,7,Takuueläke,229844,229844,44115263.96,43111086.44
2021,7,Työttömyysturva,462542,462542,353420232.4,353420232.4
2021,7,Vammaisetuudet,518266,518266,91361964.4,82631748.52
2021,7,Vanhempainpäiväraha,99988,99988,188060837.36,188060837.36
2021,7,Vuosilomakustannuskorvaus,4972,4972,7296284.92,7296284.92
2021,7,Yleinen asumistuki,756694,756694,255062229.74,245378849.88
2021,7,Äitiysavustus,8492,8492,1821753.12,1821753.12
2021,8,Elatustuki,137694,137694,35144762.62,32888894.52
2021,8,Eläke-etuudet (pl. takuueläke),1195146,1195146,364767864.94,361544960.8
2021,8,Eläketuki,4758,4758,3944917.52,3964460.02
2021,8,Eläkkeensaajan asumistuki,421034,421034,108184493.06,103921435.32
2021,8,Erityishoitoraha,1054,1054,1094289.12,1094289.12
2021,8,Koulumatkatuki,8722,8722,888837.08,888837.08
2021,8,Kuntoutus,114518,114518,44088095.94,44088095.94
2021,8,Kuntoutusraha,38466,38466,34473839.84,34473839.84
2021,8,Lapsilisä,1071742,1069858,226560486.48,225097483.88
2021,8,Lastenhoidon tuet,115592,84972,36259664.82,28042479.58
2021,8,Opintolainahyvitys,124,124,646233.04,646233.04
2021,8,Opintolainan korkoavustus,128,128,8114.42,8114.42
2021,8,Opintolainavähennys,4,0,0,0
2021,8,"Opintotuki (opintoraha, asumislisä, lainatakaus)",171484,160054,27819314.98,92883279.42
2021,8,Perhevapaakorvaus,3686,3686,9205000,9215000
2021,8,Perustoimeentulotuki,237234,237234,87368007.97,94704287.8
2021,8,Sairaanhoitokorvaukset,3441844,3441844,370808139.94,370808139.94
2021,8,Sairauspäivärahat,130812,130812,182166957.84,182166957.84
2021,8,Sotilasavustus,8948,8948,2888696.46,2888696.46
2021,8,Takuueläke,230844,230844,44300752.3,43236313.74
2021,8,Työttömyysturva,457770,457770,347411484.88,347411484.88
2021,8,Vammaisetuudet,517914,517914,94331444.04,82468465.36
2021,8,Vanhempainpäiväraha,102010,102010,185528419.28,185528419.28
2021,8,Vuosilomakustannuskorvaus,5426,5426,7460104.4,7460104.4
2021,8,Yleinen asumistuki,740106,740106,253736683.54,240143307.52
2021,8,Äitiysavustus,8056,8056,1733630.08,1733630.08
2021,9,Elatustuki,136582,136582,35311067,32591344.04
2021,9,Eläke-etuudet (pl. takuueläke),1192898,1192898,364631519.54,360049134.68
2021,9,Eläketuki,4510,4510,3717295.02,3758525.7
2021,9,Eläkkeensaajan asumistuki,419880,419880,108020859.06,103678222.14
2021,9,Erityishoitoraha,646,646,592088.86,592088.86
2021,9,Koulumatkatuki,59290,59290,10476333.04,10476333.04
2021,9,Kuntoutus,151434,151434,62267722.08,62267722.08
2021,9,Kuntoutusraha,39930,39930,33981194.74,33981194.74
2021,9,Lapsilisä,1071374,1069378,226444629.24,224852797.2
2021,9,Lastenhoidon tuet,112352,97544,36174743.08,30105131.76
2021,9,Opintolainahyvitys,54,54,283400,283400
2021,9,Opintolainan korkoavustus,56,56,3270.46,3270.46
2021,9,Opintolainavähennys,8,0,0,0
2021,9,"Opintotuki (opintoraha, asumislisä, lainatakaus)",475880,462706,103521623.56,353539735
2021,9,Perhevapaakorvaus,4132,4132,10340000,10340000
2021,9,Perustoimeentulotuki,236320,236320,96169448.31,103055031.08
2021,9,Sairaanhoitokorvaukset,3636226,3636226,393763270.12,393763270.12
2021,9,Sairauspäivärahat,138862,138862,167841929.86,167841929.86
2021,9,Sotilasavustus,9178,9178,3063811.04,3063811.04
2021,9,Takuueläke,231408,231408,44234456.06,43171451.56
2021,9,Työttömyysturva,444874,444874,355832257.12,355832257.12
2021,9,Vammaisetuudet,519804,519804,94140074.68,82764034.98
2021,9,Vanhempainpäiväraha,99098,99098,180356278.98,180356278.98
2021,9,Vuosilomakustannuskorvaus,6060,6060,8598551.71,8598551.71
2021,9,Yleinen asumistuki,745192,745192,264180951.72,242374888.7
2021,9,Äitiysavustus,8094,8094,1755948.48,1755948.48
2021,10,Elatustuki,135380,135380,35264097.1,32293853.52
2021,10,Eläke-etuudet (pl. takuueläke),1191394,1191394,363183878.28,359457346.08
2021,10,Eläketuki,4320,4320,3578331.58,3597324.04
2021,10,Eläkkeensaajan asumistuki,419708,419708,108399349.48,103764533.98
2021,10,Erityishoitoraha,1058,1058,953388.28,953388.28
2021,10,Koulumatkatuki,78086,78086,14127976.34,14127976.34
2021,10,Kuntoutus,159620,159620,75553334.84,75553334.84
2021,10,Kuntoutusraha,41886,41886,37272592.9,37272592.9
2021,10,Lapsilisä,1071324,1069572,226293635.3,224833790.84
2021,10,Lastenhoidon tuet,116858,102800,36608919.28,31267698.58
2021,10,Opintolainahyvitys,206,206,1023210.3,1023210.3
2021,10,Opintolainavähennys,804,0,0,0
2021,10,"Opintotuki (opintoraha, asumislisä, lainatakaus)",492628,484702,105299207.44,368892614.8
2021,10,Perhevapaakorvaus,3726,3726,9310000,9315000
2021,10,Perustoimeentulotuki,252014,252014,105256020.36,111855506.18
2021,10,Sairaanhoitokorvaukset,3722138,3722138,398703853.75,398703853.75
2021,10,Sairauspäivärahat,134982,134982,162652308.58,162652308.58
2021,10,Sotilasavustus,8192,8192,2562345.08,2562345.08
2021,10,Takuueläke,232358,232358,44462354,43261533.32
2021,10,Työttömyysturva,427106,427106,322013102.36,322013102.36
2021,10,Vammaisetuudet,520766,520766,93150966.94,82899222.46
2021,10,Vanhempainpäiväraha,97836,97836,176693680,176693680
2021,10,Vuosilomakustannuskorvaus,5686,5686,8255575.4,8255575.4
2021,10,Yleinen asumistuki,766990,766990,267998465.86,249921463.76
2021,10,Äitiysavustus,7706,7706,1663882.88,1663882.88
2021,11,Elatustuki,135074,135074,35157347.54,32243489.48
2021,11,Eläke-etuudet (pl. takuueläke),1190234,1190234,362018917.44,358977603.58
2021,11,Eläketuki,4122,4122,3347043.52,3432280.88
2021,11,Eläkkeensaajan asumistuki,420546,420546,107949988.58,104195780.28
2021,11,Erityishoitoraha,1044,1044,811498.46,811498.46
2021,11,Koulumatkatuki,75994,75994,10940445.08,10940445.08
2021,11,Kuntoutus,169814,169814,85294517.28,85294517.28
2021,11,Kuntoutusraha,44912,44912,39276634.14,39276634.14
2021,11,Lapsilisä,1071166,1069510,226436958.18,224801357.48
2021,11,Lastenhoidon tuet,121438,109754,38050844.8,33339707.82
2021,11,Opintolainahyvitys,20644,20644,97838477.32,97838477.32
2021,11,Opintolainavähennys,176,0,0,0
2021,11,"Opintotuki (opintoraha, asumislisä, lainatakaus)",498870,493174,104334524.36,372304642.82
2021,11,Perhevapaakorvaus,4006,4006,10015000,10015000
2021,11,Perustoimeentulotuki,259280,259280,106954870.24,113938277.68
2021,11,Sairaanhoitokorvaukset,3734750,3734750,395173512.16,395173512.16
2021,11,Sairauspäivärahat,138834,138834,168163312.66,168163312.66
2021,11,Sotilasavustus,8148,8148,2567648.32,2567648.32
2021,11,Takuueläke,233270,233270,44343317.74,43312548.86
2021,11,Työttömyysturva,426002,426002,331163747.04,331163747.04
2021,11,Vammaisetuudet,521434,521434,93745369.24,82994725.8
2021,11,Vanhempainpäiväraha,95486,95486,168459297.62,168459297.62
2021,11,Vuosilomakustannuskorvaus,5394,5394,8167386.08,8167386.08
2021,11,Yleinen asumistuki,778134,778134,267321274.14,253473796.38
2021,11,Äitiysavustus,6742,6742,1448612.96,1448612.96
2021,12,Elatustuki,296992,296992,462378565.42,423823994.76
2021,12,Eläke-etuudet (pl. takuueläke),2453108,2453108,4754195155.1,4710413004.58
2021,12,Eläketuki,10440,10440,54662301.06,54945487.94
2021,12,Eläkkeensaajan asumistuki,420882,420882,1402176265.28,104489217.94
2021,12,Erityishoitoraha,10110,10110,12796138.38,12796138.38
2021,12,Koulumatkatuki,212026,212026,87495311.06,87495311.06
2021,12,Kuntoutus,490090,490090,991205271.58,991205271.58
2021,12,Kuntoutusraha,143304,143304,477662019.94,477662019.94
2021,12,Lapsilisä,2202970,2200578,2950363553.44,2932582006.12
2021,12,Lastenhoidon tuet,359474,328396,522326703.24,452162059.24
2021,12,Opintolainahyvitys,38324,38324,177477910.74,177477910.74
2021,12,Opintolainan korkoavustus,1696,1696,151214.54,151214.54
2021,12,Opintolainavähennys,2080,0,0,0
2021,12,"Opintotuki (opintoraha, asumislisä, lainatakaus)",1163538,1154806,1016530945.96,3766042095.84
2021,12,Perhevapaakorvaus,46732,46732,117105000,117140000
2021,12,Perustoimeentulotuki,813826,813826,1480849993.22,1570936439.28
2021,12,Sairaanhoitokorvaukset,11293042,11293042,4784497657.64,4784497657.64
2021,12,Sairauspäivärahat,993760,993760,2271121731.4,2271121731.4
2021,12,Sotilasavustus,26532,26532,36673450.1,36673450.1
2021,12,Takuueläke,479414,479414,573150166.5,560499801.06
2021,12,Työttömyysturva,1138308,1138308,4661656850.52,4661656850.52
2021,12,Vammaisetuudet,1139662,1139662,1208073307.58,1075599716.08
2021,12,Vanhempainpäiväraha,383726,383726,2162766275.56,2162766275.56
2021,12,Vuosilomakustannuskorvaus,62236,62236,95126664.77,95126664.77
2021,12,Yleinen asumistuki,783222,783222,3445909666.14,254765392
2021,12,Äitiysavustus,100196,100196,21623138.34,21623138.34
2022,1,Elatustuki,132330,132330,34858511.52,32495096.16
2022,1,Eläke-etuudet (pl. takuueläke),1183694,1183694,368070103.9,364251342.68
2022,1,Eläketuki,3794,3794,3201828.08,3224993.12
2022,1,Eläkkeensaajan asumistuki,416262,416262,107422416.38,103537696.78
2022,1,Erityishoitoraha,1224,1224,1094718.62,1094718.62
2022,1,Koulumatkatuki,65708,65708,8020568.58,8020568.58
2022,1,Kuntoutus,167160,167160,71614726.36,71614726.36
2022,1,Kuntoutusraha,43082,43082,37554000.72,37554000.72
2022,1,Lapsilisä,1070736,1069766,225872884.58,224610500.74
2022,1,Lastenhoidon tuet,114832,96526,35365678.4,30538399.82
2022,1,Opintolainahyvitys,458,458,2500365.58,2500365.58
2022,1,Opintolainan korkoavustus,170,170,13708.12,13708.12
2022,1,Opintolainavähennys,22,0,0,0
2022,1,"Opintotuki (opintoraha, asumislisä, lainatakaus)",489950,484546,97845056.46,366500525.48
2022,1,Perhevapaakorvaus,3436,3436,8585000,8590000
2022,1,Perustoimeentulotuki,262646,262646,114943701.84,121178124.16
2022,1,Sairaanhoitokorvaukset,3947146,3947146,513239278.2,513239278.2
2022,1,Sairauspäivärahat,155784,155784,179479541.42,179479541.42
2022,1,Sotilasavustus,9388,9388,3060647.86,3060647.86
2022,1,Takuueläke,232956,232956,44989425.44,44175090.22
2022,1,Työttömyysturva,390778,390778,290601143.24,290601143.24
2022,1,Vammaisetuudet,515366,515366,93592872.54,83801167.36
2022,1,Vanhempainpäiväraha,94372,94372,161327468.04,161327468.04
2022,1,Vuosilomakustannuskorvaus,4760,4760,7476810.83,7476810.83
2022,1,Yleinen asumistuki,777840,777840,261102482,253040180.88
2022,1,Äitiysavustus,5974,5974,1354244.56,1354244.56
2022,2,Elatustuki,132306,132306,35169787.06,32541572.96
2022,2,Eläke-etuudet (pl. takuueläke),1179462,1179462,366198126.26,361649312.68
2022,2,Eläketuki,3592,3592,3019440.7,3051953.64
2022,2,Eläkkeensaajan asumistuki,413240,413240,107638072.1,102900903.66
2022,2,Erityishoitoraha,1062,1062,948264.44,948264.44
2022,2,Koulumatkatuki,73472,73472,10121913.24,10121913.24
2022,2,Kuntoutus,161336,161336,64286244.72,64286244.72
2022,2,Kuntoutusraha,43740,43740,38525571.1,38525571.1
2022,2,Lapsilisä,1070416,1069532,225960534.66,224511108.62
2022,2,Lastenhoidon tuet,120356,107590,39572600.28,33631242.16
2022,2,Opintolainahyvitys,180,180,969117,969117
2022,2,Opintolainan korkoavustus,94,94,5517.18,5517.18
2022,2,Opintolainavähennys,12,0,0,0
2022,2,"Opintotuki (opintoraha, asumislisä, lainatakaus)",496084,491018,98311926.12,370789969.5
2022,2,Perhevapaakorvaus,3054,3054,7640000,7640000
2022,2,Perustoimeentulotuki,269894,269894,120211647.47,127178630.56
2022,2,Sairaanhoitokorvaukset,2046274,2046274,248835041.68,248835041.68
2022,2,Sairauspäivärahat,168754,168754,191198653.6,191198653.6
2022,2,Sotilasavustus,9968,9968,3725884.06,3725884.06
2022,2,Takuueläke,231462,231462,44639702.96,43892705.58
2022,2,Työttömyysturva,408766,408766,306423084.34,306423084.34
2022,2,Vammaisetuudet,514470,514470,93183847.54,83607968.92
2022,2,Vanhempainpäiväraha,91072,91072,162623694.64,162623694.64
2022,2,Vuosilomakustannuskorvaus,4324,4324,6827425.33,6827425.33
2022,2,Yleinen asumistuki,778262,778262,266251712.58,254085921.24
2022,2,Äitiysavustus,9068,9068,1967419.28,1967419.28
2022,3,Elatustuki,132948,132948,35890570.98,32758949.92
2022,3,Eläke-etuudet (pl. takuueläke),1179286,1179286,365403581.06,361451844.04
2022,3,Eläketuki,3422,3422,2888761.84,2907946.02
2022,3,Eläkkeensaajan asumistuki,412986,412986,108809419.48,103118994.64
2022,3,Erityishoitoraha,1304,1304,1134854.96,1134854.96
2022,3,Koulumatkatuki,70396,70396,9518624.96,9518624.96
2022,3,Kuntoutus,171878,171878,78602916.98,78602916.98
2022,3,Kuntoutusraha,47006,47006,43866781.82,43866781.82
2022,3,Lapsilisä,1070402,1069408,225789180.56,224390273.12
2022,3,Lastenhoidon tuet,125028,111012,40186907.66,34688192.86
2022,3,Opintolainahyvitys,328,328,1615755.92,1615755.92
2022,3,Opintolainan korkoavustus,46,46,2739.16,2739.16
2022,3,Opintolainavähennys,212,0,0,0
2022,3,"Opintotuki (opintoraha, asumislisä, lainatakaus)",498546,494136,95183365.68,371821803.12
2022,3,Perhevapaakorvaus,3938,3938,9835000,9845000
2022,3,Perustoimeentulotuki,273000,273000,120145780.11,128425387.52
2022,3,Sairaanhoitokorvaukset,2667848,2667848,302193271.04,302193271.04
2022,3,Sairauspäivärahat,206106,206106,231899160.82,231899160.82
2022,3,Sotilasavustus,9764,9764,3394493.12,3394493.12
2022,3,Takuueläke,231724,231724,45026943.82,44005309.26
2022,3,Työttömyysturva,429062,429062,361107363.8,361107363.8
2022,3,Vammaisetuudet,514930,514930,94767845.64,83566399.62
2022,3,Vanhempainpäiväraha,94664,94664,178722034.3,178722034.3
2022,3,Vuosilomakustannuskorvaus,5354,5354,8590947.53,8590947.53
2022,3,Yleinen asumistuki,777740,777740,265115120.3,254513739.42
2022,3,Äitiysavustus,8334,8334,1815651.76,1815651.76
2022,4,Elatustuki,132806,132806,35312008.52,32725664.42
2022,4,Eläke-etuudet (pl. takuueläke),1176772,1176772,363574179,360477625.7
2022,4,Eläketuki,3202,3202,2714670.22,2721005.7
2022,4,Eläkkeensaajan asumistuki,413816,413816,107940692.6,103547886.94
2022,4,Erityishoitoraha,1000,1000,964146.44,964146.44
2022,4,Koulumatkatuki,71572,71572,9855451,9855451
2022,4,Kuntoutus,155128,155128,72367354.72,72367354.72
2022,4,Kuntoutusraha,45484,45484,40178247.84,40178247.84
2022,4,Lapsilisä,1069636,1068818,225337859.24,224177534.04
2022,4,Lastenhoidon tuet,127628,114516,40693518.66,36091867.6
2022,4,Opintolainahyvitys,11430,11430,49046146.16,49046146.16
2022,4,Opintolainan korkoavustus,2,2,8.92,8.92
2022,4,Opintolainavähennys,36,0,0,0
2022,4,"Opintotuki (opintoraha, asumislisä, lainatakaus)",498204,494516,75743727.96,370786361.36
2022,4,Perhevapaakorvaus,2106,2106,5265000,5265000
2022,4,Perustoimeentulotuki,270520,270520,115894812.22,122445542.88
2022,4,Sairaanhoitokorvaukset,3101702,3101702,361950345.63,361950345.63
2022,4,Sairauspäivärahat,179652,179652,193919644.6,193919644.6
2022,4,Sotilasavustus,8884,8884,2975007.98,2975007.98
2022,4,Takuueläke,231742,231742,44820380.42,44066535.56
2022,4,Työttömyysturva,386944,386944,299646204.4,299646204.4
2022,4,Vammaisetuudet,514888,514888,92963044.46,83402679.36
2022,4,Vanhempainpäiväraha,86786,86786,152035696.18,152035696.18
2022,4,Vuosilomakustannuskorvaus,3976,3976,6432548.19,6432548.19
2022,4,Yleinen asumistuki,778270,778270,263621659.12,255111529.66
2022,4,Äitiysavustus,7810,7810,1732714.08,1732714.08
2022,5,Elatustuki,132536,132536,35686963.58,32719788.74
2022,5,Eläke-etuudet (pl. takuueläke),1174564,1174564,363283729.46,359614068.54
2022,5,Eläketuki,2996,2996,2520847.1,2547156.92
2022,5,Eläkkeensaajan asumistuki,412996,412996,109363751.84,103532412.4
2022,5,Erityishoitoraha,1000,1000,916139.9,916139.9
2022,5,Koulumatkatuki,68302,68302,9090755.9,9090755.9
2022,5,Kuntoutus,179990,179990,95331713.4,95331713.4
2022,5,Kuntoutusraha,47642,47642,45677119.32,45677119.32
2022,5,Lapsilisä,1069366,1068502,225583037.08,223991333.1
2022,5,Lastenhoidon tuet,130314,116350,42384158.32,37122626.5
2022,5,Opintolainahyvitys,1056,1056,4997729.2,4997729.2
2022,5,Opintolainavähennys,14,0,0,0
2022,5,"Opintotuki (opintoraha, asumislisä, lainatakaus)",492736,489722,87021840.8,364631892.9
2022,5,Perhevapaakorvaus,4068,4068,10165000,10170000
2022,5,Perustoimeentulotuki,268044,268044,116340598.9,123068387.36
2022,5,Sairaanhoitokorvaukset,3321498,3321498,352211211.32,352211211.32
2022,5,Sairauspäivärahat,213204,213204,232878069.86,232878069.86
2022,5,Sotilasavustus,8790,8790,3037393.62,3037393.62
2022,5,Takuueläke,231814,231814,45099594.48,44114833.66
2022,5,Työttömyysturva,384156,384156,301180792.84,301180792.84
2022,5,Vammaisetuudet,514160,514160,95605164.76,83189904.28
2022,5,Vanhempainpäiväraha,90178,90178,162439166.36,162439166.36
2022,5,Vuosilomakustannuskorvaus,4706,4706,7660714.62,7660714.62
2022,5,Yleinen asumistuki,768810,768810,260849806.66,252441745.44
2022,5,Äitiysavustus,7286,7286,1622884,1622884
2022,6,Elatustuki,130768,130768,35126879,32273432.34
2022,6,Eläke-etuudet (pl. takuueläke),1171040,1171040,361577817.16,358259962.52
2022,6,Eläketuki,2764,2764,2390321.48,2349978.74
2022,6,Eläkkeensaajan asumistuki,413076,413076,108361394.82,103732026.44
2022,6,Erityishoitoraha,1402,1402,1235155.98,1235155.98
2022,6,Koulumatkatuki,28900,28900,4606540.26,4606540.26
2022,6,Kuntoutus,166710,166710,81858970.56,81858970.56
2022,6,Kuntoutusraha,44256,44256,37226183.12,37226183.12
2022,6,Lapsilisä,1068946,1068050,225148519.8,223783987.86
2022,6,Lastenhoidon tuet,129858,110088,42650107.72,36732006.98
2022,6,Opintolainahyvitys,228,228,1233126.4,1233126.4
2022,6,Opintolainan korkoavustus,402,402,34300.5,34300.5
2022,6,Opintolainavähennys,4,0,0,0
2022,6,"Opintotuki (opintoraha, asumislisä, lainatakaus)",73772,69286,12690623.06,59543790.74
2022,6,Perhevapaakorvaus,3318,3318,8295000,8295000
2022,6,Perustoimeentulotuki,280814,280814,126027198.25,131984694.02
2022,6,Sairaanhoitokorvaukset,3494642,3494642,366327205.81,366327205.81
2022,6,Sairauspäivärahat,248138,248138,241664743.1,241664743.1
2022,6,Sotilasavustus,8600,8600,2968720.32,2968720.32
2022,6,Takuueläke,231238,231238,44819278.22,44044200.8
2022,6,Työttömyysturva,375184,375184,305345443.32,305345443.32
2022,6,Vammaisetuudet,510744,510744,93696687.22,82835954.06
2022,6,Vanhempainpäiväraha,90246,90246,161407087.62,161407087.62
2022,6,Vuosilomakustannuskorvaus,4888,4888,7745966.64,7745966.64
2022,6,Yleinen asumistuki,750582,750582,254862211.96,247015951.76
2022,6,Äitiysavustus,7494,7494,1625883.84,1625883.84
2022,7,Elatustuki,130918,130918,34600721.28,32315913.1
2022,7,Eläke-etuudet (pl. takuueläke),1167410,1167410,359735239.72,357442275.84
2022,7,Eläketuki,2594,2594,2175103.3,2205210.58
2022,7,Eläkkeensaajan asumistuki,412816,412816,106985610.4,103866471.56
2022,7,Erityishoitoraha,766,766,781845.18,781845.18
2022,7,Koulumatkatuki,1418,1418,174166.66,174166.66
2022,7,Kuntoutus,157804,157804,77949811.5,77949811.5
2022,7,Kuntoutusraha,39682,39682,35666917.66,35666917.66
2022,7,Lapsilisä,1067914,1066966,224430828.2,223349793.66
2022,7,Lastenhoidon tuet,124832,108792,42100453.7,36966875.68
2022,7,Opintolainahyvitys,138,138,673108.84,673108.84
2022,7,Opintolainan korkoavustus,154,154,11686,11686
2022,7,Opintolainavähennys,6,0,0,0
2022,7,"Opintotuki (opintoraha, asumislisä, lainatakaus)",52426,51338,7901198.26,44704575.2
2022,7,Perhevapaakorvaus,3248,3248,8125000,8135000
2022,7,Perustoimeentulotuki,270516,270516,121855801.43,127296716.1
2022,7,Sairaanhoitokorvaukset,3449734,3449734,360066054.81,360066054.81
